name,address,phone,email,birth_date,product,total,amount,customerLat,customerLong,product_desc,purchase_date,user_agent,is_user,tag
Paige Walker,"4669 Reid Islands
Port John, OH 81220",+1-228-453-0274x50826,fcoleman@gmail.com,9/19/75,Dark Grey Suit,$10.99 ,0,41.73111,-133.643041,Apply painting figure everyone wish attack. Glass senior focus challenge future institution. Party throw party no blue just turn.,5/25/07,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/53.0.854.0 Mobile/05Y445 Safari/536.0",FALSE,0
Pamela Adams,"18209 Blake Land Suite 902
Griffinview, SD 68377",(963)405-9473x989,kempstephanie@hotmail.com,4/17/60,Blue Sweater,$22.50 ,5,14.194169,145.72595,Weight term lay fast add remain take development. May consider mind us. Have total federal common several artist.,4/4/98,Mozilla/5.0 (Windows 98; raj-IN; rv:1.9.1.20) Gecko/2015-10-04 01:23:41 Firefox/11.0,FALSE,1
Annette Herrera,"74773 Hansen Mills
South Vanessa, OR 17897",-3703,thompsonjesse@wright.net,9/2/92,Dark Grey Suit,$55.99 ,5,25.668181,-67.72578,"Shake no be although against. Its force beat yeah throw Mr impact strong.
Sign need laugh model week world. Born conference statement. Consider should return art suggest.",9/18/10,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2020-04-16 08:46:49 Firefox/3.6.10,FALSE,1
Russell Hunt,"68812 Antonio Turnpike
Lake Marymouth, TX 72992",+1-151-824-7192x5025,emeyer@lester-bruce.info,12/1/56,Blue Sweater,$10.99 ,2,-55.1807605,119.786521,"Specific easy light type movement spend sell. Voice politics be voice day whom able.
Politics example rule approach big imagine. Fly teach base threat produce bar moment. Room store break mouth song.",3/15/95,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/5.1),FALSE,1
Meredith Espinoza,"0643 Zavala Courts
Paulfurt, MO 66678",001-489-911-5653x5968,jonesjustin@rodriguez.biz,2/16/02,Black Leggings,$55.99 ,5,60.821275,-26.265233,Forget certainly until radio front. Economy discover agree piece dark. Not rate activity.,5/19/97,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2018-11-08 06:33:33 Firefox/3.8,FALSE,0
Eric Marquez,"232 Stark Stream Apt. 211
New Royfort, WV 55405",(383)337-7922,silvamark@hotmail.com,3/2/24,Grey Sweater,$55.99 ,5,67.290664,171.19838,"Could protect race news by. Answer fight himself. Discussion will high federal. Vote different special TV among address Republican.
Decision mean art reduce. Network pull move particularly play.",4/29/09,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/16.4t4875.0 Mobile/37J300 Safari/535.1",TRUE,0
Laura Matthews,"128 Benjamin Flat Suite 746
South Tylerland, WA 08329",+1-587-669-6515x583,gonzaleskathy@graves.net,4/6/10,Black Leggings,$55.99 ,0,52.301513,-6.102012,"Cultural crime process young follow well pull build. Represent eight stop candidate use.
Expect around happy conference. Order determine throw mission us.",7/5/18,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/4.1),FALSE,1
Jennifer Moore,"7255 Fitzgerald Mountain
West Madisonview, MN 33328",+1-594-525-3382x922,josephgarcia@yahoo.com,2/27/85,Pink Sweater,$22.50 ,5,-4.006232,126.222646,"Son information say recent foreign owner. Area answer onto room.
Develop least step. First part year nearly.
Which start true in industry manage name. Owner language wear radio.",4/14/04,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.48.5 (KHTML, like Gecko) Version/5.0 Safari/531.48.5",TRUE,1
Melissa Schneider,"932 Jose Village Apt. 544
Jamesfort, AK 18881",001-109-806-8307,martinezmichael@hotmail.com,6/23/08,White Blouse,$19.99 ,2,56.256936,-96.303683,"My agent have late sea. Someone we instead tend. Recognize such what establish difference.
Simply human figure decade. Congress toward election thing degree computer other.",8/9/95,Opera/8.76.(Windows 98; Win 9x 4.90; it-IT) Presto/2.9.169 Version/11.00,FALSE,1
Raymond Pearson,"205 Hill Summit Suite 564
East Autumn, NE 99906",5291138264,mjohnson@williams.net,6/28/34,Grey Sweater,$55.99 ,2,6.137698,100.868839,"Next other address dog play to born. Issue season Mr only writer rule start.
Show start money friend street property race week. Training morning tax.
If involve group some own staff.",11/8/03,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.0),FALSE,0
Eric Acevedo,"418 Garner Row Apt. 062
Brandyfurt, OH 37290",390-631-3639,xnorton@stanley-holland.com,9/10/85,Pink Sweater,$22.50 ,3,2.7776365,133.45715,Hour yard gas activity several church might. Left some tend rise thousand. Bank view certain operation.,12/17/18,"Mozilla/5.0 (Linux; Android 2.3.5) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/40.0.885.0 Safari/535.0",TRUE,0
Mallory Ramirez,"8335 Catherine Stravenue Apt. 095
Velasquezton, NJ 58207",(746)334-2476,matthewsemma@hotmail.com,6/17/06,Pink Sweater,$10.99 ,4,-88.558242,-0.890473,Test beat direction put. Five begin maintain such front. Season discover purpose officer industry someone.,6/16/95,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/4.0),TRUE,0
Abigail Bennett,"368 Julian Locks Apt. 367
East Jacquelinefurt, ID 15882",(898)444-8245x5165,christine67@white.com,9/18/00,Blue Sweater,$22.50 ,1,47.6638485,14.275844,"Reason government seek return. Buy staff fire door son ready chair. Total sell like project public finally yet project.
Thing shoulder throw parent. Themselves forward group claim.",3/31/14,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 9_6) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/41.0.832.0 Safari/533.1",TRUE,0
Wendy Burns,"03195 Rodriguez Bridge Suite 154
Garciabury, MO 57106",622.184.6115,vfisher@hotmail.com,3/23/17,Blue Sweater,$19.99 ,6,-7.1615805,-165.945059,"Coach large add own result almost. Response final minute game want mean.
Right chance with song. Past various human choose for. Expect public report material manager right.",6/1/15,Opera/9.86.(Windows 95; nn-NO) Presto/2.9.179 Version/10.00,TRUE,1
Michelle White,"796 Joseph Vista
Bobbytown, VA 83744",610.650.1673,perezleah@hotmail.com,11/20/25,Black Leggings,$22.50 ,4,-72.7897585,98.313667,"Bad spring generation our. Dog project stuff check event.
Know audience high. Professional foot security second certain machine.
Practice its western sport join federal difference.",12/11/12,Opera/9.18.(Windows NT 5.01; nso-ZA) Presto/2.9.164 Version/12.00,FALSE,0
Sarah Moore,"USCGC Buchanan
FPO AP 91662",+1-729-587-4933x877,lisaryan@yahoo.com,10/28/96,White Blouse,$10.99 ,3,-25.615063,94.802166,"Forget day simply at as born. Wife cold party too.
Management day mind join. Population enter room worker hair. Talk individual his adult quickly every second.",1/24/93,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.41.2 (KHTML, like Gecko) Version/4.1 Safari/532.41.2",TRUE,0
Mr. Jesus Jones,"54798 Snyder Canyon
Port Tammieberg, MD 37802",913-871-9914x4801,gilmoreomar@hamilton.com,10/5/05,Pink Sweater,$55.99 ,0,33.761476,-103.346458,"Bar benefit thus with policy act news. May establish and may.
Method explain early where school owner. Scene responsibility people cover statement thing. Open experience concern so one.",3/11/12,Opera/8.47.(Windows NT 6.2; te-IN) Presto/2.9.170 Version/10.00,FALSE,1
Michael Dawson,"4378 Browning Rapids Suite 689
Smithside, WA 16882",322-444-0002x772,cody71@yahoo.com,1/22/39,Dark Blue Slacks,$22.50 ,3,-77.157936,-116.102429,"Focus lay help toward. Best let along tonight get life. Themselves among follow leg point.
Sense happy sense. Way help personal international fast claim himself.",4/15/15,Mozilla/5.0 (Android 4.4.3; Mobile; rv:24.0) Gecko/24.0 Firefox/24.0,FALSE,0
Gregory Davidson,"Unit 0652 Box 4466
DPO AP 55393",099-990-9078x809,jonathan05@gmail.com,10/22/30,Dark Grey Suit,$19.99 ,1,-87.1458565,-168.354731,"Yard garden brother the rest available candidate. Attorney help leg citizen.
Opportunity record family news until throw. Institution high on until.
Manage month role.",12/6/91,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 10_3 rv:6.0; hak-TW) AppleWebKit/531.47.3 (KHTML, like Gecko) Version/4.0 Safari/531.47.3",FALSE,0
Bryan Bell II,"7673 Villanueva Stream
West Aaronton, NJ 22904",574.232.4254x4363,stephanie97@hotmail.com,12/24/23,Dark Grey Suit,$19.99 ,3,-85.003573,-116.001084,Experience series night. Reason heavy easy now. Improve provide world western weight again north.,12/15/16,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/53.0.825.0 Mobile/50I993 Safari/535.0",FALSE,1
William Williams,"842 Thornton Circles Suite 456
Robertborough, KY 57945",001-885-722-8540x2271,cory13@davis.com,9/14/38,Grey Sweater,$22.50 ,1,69.1458395,-175.610144,Price score create when dog own member region. Present about right sound attorney argue take.,7/5/96,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 11_5 rv:3.0; uk-UA) AppleWebKit/531.40.1 (KHTML, like Gecko) Version/4.1 Safari/531.40.1",FALSE,1
Dennis Rose,"32331 Mario Turnpike
North Dustin, HI 45735",-2518,keithbrewer@yahoo.com,10/13/07,Pink Sweater,$10.99 ,6,18.5253245,-59.936864,"Future similar range stop. Enough true reveal stay term partner field.
Able house boy forget draw. At fear security hold. Last feel Republican family.",5/5/09,Opera/8.93.(X11; Linux i686; sq-AL) Presto/2.9.177 Version/12.00,TRUE,0
Alexandra Bowen,"Unit 3929 Box 6586
DPO AE 84533",705.384.3490,teresa94@yahoo.com,12/16/20,Black Leggings,$55.99 ,1,-26.4905205,50.918079,"Heavy stand possible take resource form. Through debate agree instead street.
Mother many family us affect will. Green better sell away evening team as.",10/26/00,Opera/9.62.(Windows NT 6.2; ak-GH) Presto/2.9.174 Version/12.00,TRUE,0
Cynthia Thompson,"00868 Brown Lakes
South John, LA 65726",(432)083-8231,faith73@hotmail.com,7/8/27,Dark Blue Slacks,$10.99 ,2,-54.571281,126.27651,Example admit reflect economic. Argue politics on skin. Nice response anyone north lose.,6/7/95,Opera/9.43.(X11; Linux i686; iu-CA) Presto/2.9.175 Version/12.00,TRUE,0
Dr. John Jones,"USCGC Smith
FPO AA 89333",124-650-3505,hawkinsfelicia@hart.com,3/22/31,Blue Sweater,$55.99 ,1,-20.077387,-61.760108,Real marriage place center magazine. Kind discover never population. Economy consider appear never position age fall.,9/27/08,"Mozilla/5.0 (Linux; Android 3.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/22.0.851.0 Safari/535.1",FALSE,1
Robert Diaz,"73869 Laura Passage
New Makaylaport, MS 43101",001-271-673-9782x655,rebecca55@hotmail.com,10/20/96,Dark Grey Suit,$10.99 ,2,57.586747,-12.429482,"Subject quite much. Full feel region together since likely.
Today assume instead style poor relationship. End everything debate expect. Last benefit senior cause.",2/15/95,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; tl-PH) AppleWebKit/532.32.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.32.2",TRUE,1
Fernando Nicholson,"4160 Colleen Viaduct Apt. 973
East Kathleenstad, PA 84228",(643)663-6766x003,olsonashley@gmail.com,9/30/37,Black Leggings,$55.99 ,0,-70.32544,172.587819,"Town watch between factor player learn. Among light push ready page short.
Accept table argue federal receive heavy. Actually interest drive true product.",8/17/96,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/29.0.876.0 Safari/535.1",FALSE,1
Tony Ortiz,"40656 Brent Points
East Blake, MN 85035",+1-634-119-3087x796,smcdaniel@gmail.com,3/9/48,Dark Grey Suit,$10.99 ,2,-26.657433,-32.878843,"Keep ask standard kitchen not.
Raise actually true cultural down fish. Star Republican difference particularly they.",7/18/00,Opera/8.29.(X11; Linux x86_64; ky-KG) Presto/2.9.179 Version/11.00,FALSE,1
Thomas Hernandez,"Unit 2037 Box 1140
DPO AE 82369",473.585.6864x300,grollins@hotmail.com,9/4/13,Pink Sweater,$22.50 ,3,-0.5055825,138.428416,People take add movie. Well strategy center receive energy certain police. Away market attention effect. Collection common level.,2/28/17,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/27.0.811.0 Safari/535.1",FALSE,1
Donald Andrews,"05986 Jennifer Springs Suite 131
Port Brandonport, IL 80614",705-281-3310x77232,combsalbert@yahoo.com,12/2/18,Blue Sweater,$10.99 ,5,-54.1139615,-133.983924,Much evidence evening short. Enough grow happy approach question region. Concern effort high American year improve reflect. Above never wide spring wrong join.,12/27/03,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/54.0.836.0 Mobile/93J743 Safari/531.2",FALSE,1
Jeff Lane,"USNS Garcia
FPO AE 70814",001-705-563-3091,kcollins@gmail.com,10/3/49,Dark Blue Slacks,$55.99 ,5,-57.95716,-144.977369,True inside minute population thousand attack treatment. Choose actually popular. Artist sing really dinner industry.,8/12/94,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 12_4) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/52.0.824.0 Safari/533.2",FALSE,1
William Robinson,"19550 Christine Haven
Adamsburgh, WV 09923",001-531-413-7509x6641,glewis@duran.biz,5/6/34,Blue Sweater,$22.50 ,4,-70.265802,-100.657234,"Help cause my same turn difficult sister wind. Both college summer unit cost hear check.
Able a three detail wonder population. Beyond ability style show term study.",6/12/99,Mozilla/5.0 (Macintosh; PPC Mac OS X 10 5_6; rv:1.9.4.20) Gecko/2016-11-16 17:27:12 Firefox/3.8,TRUE,0
Steven Krueger,"891 Jessica Corner Apt. 416
North Garybury, MD 29605",001-958-790-6049,timothycallahan@mercer.com,9/27/06,White Blouse,$19.99 ,0,33.0649145,-93.098438,"Yes make not take care. Home my increase.
Top me somebody American middle produce candidate. Film live film recent blood couple. Option several bill he sometimes rather.",4/4/14,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.1),FALSE,0
Mr. Kevin Hamilton,"97055 Parker Mountains Apt. 066
Washingtonmouth, CO 07626",-8589,hineslinda@spencer-everett.com,11/26/39,White Blouse,$55.99 ,2,50.0553535,-13.097912,Light consider including two particular explain suffer. Prove development feeling. Side yard single government weight state.,5/2/09,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 12_1 rv:5.0; dz-BT) AppleWebKit/532.10.4 (KHTML, like Gecko) Version/4.0.3 Safari/532.10.4",TRUE,1
Cindy Morgan,"6850 Steven Cove Suite 463
East Thomas, VA 68559",001-187-253-5203x15218,bruce89@yahoo.com,7/22/12,Pink Sweater,$55.99 ,5,-35.44573,-83.97226,Actually southern yet drop. Recognize factor less increase process herself late.,4/10/00,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 7_2 rv:4.0; nso-ZA) AppleWebKit/531.47.3 (KHTML, like Gecko) Version/5.0.5 Safari/531.47.3",FALSE,1
Bryan Bridges,"3456 Spencer Mountain
Rebeccaberg, ID 40441",810-699-8345x364,dillon94@banks.net,5/8/48,Black Leggings,$10.99 ,2,21.831642,43.750693,Practice since police ok stock land. High statement economic spend piece interesting. Most follow environmental which increase cost.,6/1/07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 5_2 rv:6.0; kn-IN) AppleWebKit/534.14.7 (KHTML, like Gecko) Version/4.0.2 Safari/534.14.7",FALSE,0
Kimberly Martin,"80941 Jimmy Motorway
Jenningsville, AZ 20578",(393)289-2328x2642,kjackson@wright-williams.com,6/5/09,Pink Sweater,$19.99 ,4,-16.3037655,34.848,"Where four as few amount but.
Radio food become despite. Party possible say decade. Raise another lose certainly whose.",5/30/08,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/17.0.857.0 Safari/535.2",TRUE,0
Cynthia Cooper,"3314 William Track
Baileyland, KY 22272",497.073.4191,yosborn@richardson-webb.net,2/7/43,Grey Sweater,$19.99 ,4,-87.036837,-37.571785,"Wide over debate direction end really dog. Wish know series or article artist face drive.
Nation save edge man. Meeting safe college wear visit family.",1/7/12,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; iu-CA) AppleWebKit/531.31.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6531.31.2",FALSE,1
Dana Hinton,"USS Bates
FPO AE 92061",452-752-9538x066,hlewis@gmail.com,1/8/03,Dark Blue Slacks,$55.99 ,4,30.677251,-57.258966,Subject size since since population road practice relationship. Human respond unit production shake open baby. Million learn camera keep ever whom song.,12/14/20,Opera/8.63.(X11; Linux i686; szl-PL) Presto/2.9.180 Version/10.00,FALSE,0
Joseph Bryan,"03808 Laura Land Suite 579
Amytown, NC 91782",016.790.7714x1895,gilmoreronald@lopez.net,2/13/22,Pink Sweater,$10.99 ,1,38.418021,-115.051581,See perform prepare network nice work until. Foot enjoy wonder leader Congress very land time. Whether suggest until defense open agency protect kitchen.,12/20/07,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.1),FALSE,1
Sophia Miller,"5488 Turner Extension
Josephshire, ND 57043",976.103.2046x435,vhines@gmail.com,8/20/09,Dark Blue Slacks,$10.99 ,3,-69.951057,-79.661634,"None out shake without production think investment. Near thing management detail space enjoy.
Care out seem PM pay. Road small local moment accept threat. Think success nation word word what.",7/12/16,Opera/9.11.(X11; Linux x86_64; lb-LU) Presto/2.9.185 Version/12.00,TRUE,1
Joseph Jones,"12806 Robert Harbor
East Elizabeth, NY 69233",532.352.6579x64651,nguyenrichard@morris.com,11/23/78,Grey Sweater,$22.50 ,4,-32.0734335,106.846066,"Magazine enter about then paper. Company specific raise student seek key image brother.
Success they enough what add. Force next cut green light attention.",12/22/96,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.21.3 (KHTML, like Gecko) Version/4.0 Safari/531.21.3",FALSE,0
Rita Fox,"3417 Chad Ville
Port Jeremy, VT 66732",001-568-577-7239x2106,matthew79@stone.com,10/5/49,Dark Blue Slacks,$22.50 ,6,50.116547,31.447712,Figure trade last item and show exactly. Certain south certainly head still. Vote you state.,7/26/12,Opera/8.34.(X11; Linux i686; ur-IN) Presto/2.9.169 Version/11.00,FALSE,0
Richard Ferguson,"358 Baker Squares Suite 929
West George, MI 93690",001-121-815-5899x50898,danielkayla@gmail.com,7/11/48,Black Leggings,$10.99 ,3,31.1601985,-81.34542,"Early break source. Republican pick because military sort left trade. Wait into significant director analysis.
Thousand fill enough exist.",9/5/00,Opera/9.85.(X11; Linux x86_64; ig-NG) Presto/2.9.175 Version/10.00,TRUE,1
Robert Hebert,"50261 Joshua Inlet Apt. 951
Brendamouth, WI 06770",001-307-560-3814x0956,samuelpitts@smith.info,2/28/68,Pink Sweater,$22.50 ,4,58.280716,97.479444,"Three cultural provide model. Top add single end skill threat.
Institution rate everybody. Information hold itself general serve.",7/10/96,Opera/8.63.(Windows NT 5.01; wae-CH) Presto/2.9.166 Version/11.00,TRUE,0
